,index,ISO_language,textfile,Frequency,file,Perimetric_complexity,Compression,ISO_script,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Relative_frequency,Sum_prob,Source,Unicode
789,01210,amh,ሐ,1933.0,,45.120400037672205,995,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011570928655318018,,bible.com,01210
790,01211,amh,ሑ,74.0,,50.2952599931884,1076,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,4.429636422625625e-05,,bible.com,01211
791,01212,amh,ሒ,60.0,,52.5791373224316,1102,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.5915970994261826e-05,,bible.com,01212
792,01213,amh,ሓ,21.0,,37.085464718337796,978,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.2570589847991639e-05,,bible.com,01213
793,01214,amh,ሔ,8976.0,,58.456319010558005,1190,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.005373029260741569,,bible.com,01214
794,01215,amh,ሕ,5743.0,,52.851594495060304,1118,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.003437757023667428,,bible.com,01215
795,01216,amh,ሖ,110.0,,37.1118436072116,983,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,6.584594682281334e-05,,bible.com,01216
796,01218,amh,መ,29349.0,,85.3945131425593,1342,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.01756829721184317,,bible.com,01218
797,01219,amh,ሙ,3691.0,,93.19933180538379,1518,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0022094308156636734,,bible.com,01219
798,0121A,amh,ሚ,8048.0,,77.008355494509,1466,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.004817528909363653,,bible.com,0121A
799,0121B,amh,ማ,12774.0,,67.1178710959451,1422,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.007646510224678342,,bible.com,0121B
800,0121C,amh,ሜ,1459.0,,80.733632929768,1633,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008733566946771334,,bible.com,0121C
801,0121D,amh,ም,79403.0,,65.1207432910105,1367,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.04753059741428953,,bible.com,0121D
802,0121E,amh,ሞ,6075.0,,65.327684829959,1305,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00363649206316901,,bible.com,0121E
803,01220,amh,ሠ,3332.0,,59.2899122192049,1137,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019945335892146733,,bible.com,01220
804,01221,amh,ሡ,1448.0,,67.2141229216846,1247,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.000866772099994852,,bible.com,01221
805,01222,amh,ሢ,23.0,,56.839902333730706,1354,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.37677888811337e-05,,bible.com,01222
806,01223,amh,ሣ,1692.0,,46.9530044379838,1253,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0010128303820381834,,bible.com,01223
807,01224,amh,ሤ,117.0,,61.1151534093573,1470,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.003614343881056e-05,,bible.com,01224
808,01225,amh,ሥ,6380.0,,45.766412166664104,1216,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.003819064915723174,,bible.com,01225
809,01226,amh,ሦ,901.0,,44.0358085864255,1255,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005393381644304984,,bible.com,01226
810,01228,amh,ረ,15697.0,,32.3611126837865,1088,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.009396216611615464,,bible.com,01228
811,01229,amh,ሩ,7329.0,,31.8379583244778,1115,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.004387135856949082,,bible.com,01229
812,0122A,amh,ሪ,3315.0,,31.9268450738832,1047,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.001984357397432966,,bible.com,0122A
813,0122B,amh,ራ,17998.0,,36.6131203428326,1141,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.010773594099245406,,bible.com,0122B
814,0122C,amh,ሬ,2365.0,,42.2701954268449,1234,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0014156878566904869,,bible.com,0122C
815,0122D,amh,ር,51183.0,,34.2745225436196,1149,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.03063811905665505,,bible.com,0122D
816,0122E,amh,ሮ,3669.0,,46.70179214254029,1301,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002196261626299111,,bible.com,0122E
817,01230,amh,ሰ,19806.0,,37.4817246578581,1038,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.011855862025205829,,bible.com,01230
818,01231,amh,ሱ,9243.0,,44.2799606766946,1146,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.005532855331666034,,bible.com,01231
819,01232,amh,ሲ,1484.0,,45.4724437819372,1166,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008883216825914091,,bible.com,01232
820,01233,amh,ሳ,8920.0,,31.061811890230302,1065,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.005339507687813591,,bible.com,01233
821,01234,amh,ሴ,3416.0,,50.668524711065,1235,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00204481594860664,,bible.com,01234
822,01235,amh,ስ,37429.0,,37.4038529619327,1053,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.022404981305737096,,bible.com,01235
823,01236,amh,ሶ,1515.0,,30.928251614457196,1005,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0009068782676051111,,bible.com,01236
824,01237,amh,ሷ,6.0,,47.6567495414393,1153,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.5915970994261823e-06,,bible.com,01237
825,01238,amh,ሸ,1886.0,,55.0745950183689,1262,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011289586882529633,,bible.com,01238
826,01239,amh,ሹ,410.0,,62.98477686112061,1344,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002454258017941225,,bible.com,01239
827,0123A,amh,ሺ,678.0,,63.0286139196411,1385,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0004058504722351586,,bible.com,0123A
828,0123B,amh,ሻ,1440.0,,48.631571552929294,1236,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008619833038622838,,bible.com,0123B
829,0123C,amh,ሼ,55.0,,68.2773868500208,1440,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.292297341140667e-05,,bible.com,0123C
830,0123D,amh,ሽ,2799.0,,55.00217771187079,1241,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0016754800468823142,,bible.com,0123D
831,0123E,amh,ሾ,409.0,,48.57340688486279,1238,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00024482720227755146,,bible.com,0123E
832,01240,amh,ቀ,11268.0,,48.40010340107921,1151,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.006745019352722371,,bible.com,01240
833,01241,amh,ቁ,2136.0,,56.0725588464107,1341,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.001278608567395721,,bible.com,01241
834,01242,amh,ቂ,836.0,,56.6292349930295,1324,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005004291958533814,,bible.com,01242
835,01243,amh,ቃ,5813.0,,54.100786918504895,1316,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0034796589898274,,bible.com,01243
836,01244,amh,ቄ,404.0,,59.27322193473229,1381,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002418342046946963,,bible.com,01244
837,01245,amh,ቅ,8756.0,,55.9721346148579,1279,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.005241337367095943,,bible.com,01245
838,01246,amh,ቆ,2855.0,,59.8896434419831,1435,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0017090016198102918,,bible.com,01246
839,01248,amh,ቈ,923.0,,67.9771922793837,1478,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005525073537950611,,bible.com,01248
840,0124A,amh,ቊ,2.0,,60.7845989105152,1346,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.197199033142061e-06,,bible.com,0124A
841,0124B,amh,ቋ,342.0,,59.834965615918705,1315,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00020472103466729241,,bible.com,0124B
842,0124D,amh,ቍ,1239.0,,60.89511732985479,1307,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007416648010315067,,bible.com,0124D
843,01260,amh,በ,55243.0,,40.223339271969294,984,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.03306843309393343,,bible.com,01260
844,01261,amh,ቡ,3212.0,,48.0370830010958,1102,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019227016472261496,,bible.com,01261
845,01262,amh,ቢ,3428.0,,47.9868099824483,1065,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0020519991428054924,,bible.com,01262
846,01263,amh,ባ,14848.0,,33.74078917312411,984,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00888800562204666,,bible.com,01263
847,01264,amh,ቤ,4706.0,,53.4632007743009,1148,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002817009324983269,,bible.com,01264
848,01265,amh,ብ,28107.0,,45.8299451802436,1090,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.016824836612261952,,bible.com,01265
849,01266,amh,ቦ,1193.0,,33.74078917312411,997,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007141292232692393,,bible.com,01266
850,01267,amh,ቧ,12.0,,50.457946738762104,1134,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.183194198852365e-06,,bible.com,01267
851,01270,amh,ተ,25510.0,,32.0052390251114,910,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.015270273667726986,,bible.com,01270
852,01271,amh,ቱ,7383.0,,39.7331302802015,1024,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.004419460230843918,,bible.com,01271
853,01272,amh,ቲ,393.0,,39.945216491423004,1044,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00023524961001241494,,bible.com,01272
854,01273,amh,ታ,14633.0,,37.8521884322981,1094,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.008759306725983887,,bible.com,01273
855,01274,amh,ቴ,1847.0,,45.284009184502494,1129,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011056133071066932,,bible.com,01274
856,01275,amh,ት,45999.0,,36.5801182481789,1037,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.027534979162750828,,bible.com,01275
857,01276,amh,ቶ,6175.0,,43.453121094542,1200,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.003696352014826113,,bible.com,01276
858,01277,amh,ቷ,1.0,,45.8935317691271,1048,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,01277
859,01278,amh,ቸ,12252.0,,50.7816507053392,1165,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.007334041277028264,,bible.com,01278
860,01279,amh,ቹ,2565.0,,58.909660109278704,1237,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.001535407760004693,,bible.com,01279
861,0127A,amh,ቺ,367.0,,58.590229815924,1281,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00021968602258156815,,bible.com,0127A
862,0127B,amh,ቻ,2980.0,,56.753728540487096,1281,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0017838265593816706,,bible.com,0127B
863,0127C,amh,ቼ,864.0,,63.9578517452495,1344,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005171899823173703,,bible.com,0127C
864,0127D,amh,ች,26870.0,,50.0677337611191,1211,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.016084369010263586,,bible.com,0127D
865,0127E,amh,ቾ,22.0,,56.90870215317641,1380,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.316918936456267e-05,,bible.com,0127E
866,0127F,amh,ቿ,1.0,,64.7081698553789,1279,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,0127F
867,01280,amh,ኀ,151.0,,25.0749138862891,993,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,9.03885270022256e-05,,bible.com,01280
868,01283,amh,ኃ,2612.0,,33.8060248364769,1152,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0015635419372835315,,bible.com,01283
869,01284,amh,ኄ,15.0,,38.4060393646324,1193,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,8.978992748565457e-06,,bible.com,01284
870,01285,amh,ኅ,797.0,,27.096532813867103,1008,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00047708381470711124,,bible.com,01285
871,01286,amh,ኆ,72.0,,46.1231736179564,1353,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,4.309916519311419e-05,,bible.com,01286
872,0128B,amh,ኋ,2539.0,,37.5233475005074,1139,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0015198441725738463,,bible.com,0128B
873,01290,amh,ነ,30137.0,,19.7970492998315,864,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.018039993630901145,,bible.com,01290
874,01291,amh,ኑ,3752.0,,25.2769188302483,969,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002245945386174506,,bible.com,01291
875,01292,amh,ኒ,383.0,,27.5399552678016,1010,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00022926361484670464,,bible.com,01292
876,01293,amh,ና,27498.0,,27.902417669942498,988,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.016460289506670195,,bible.com,01293
877,01294,amh,ኔ,3718.0,,34.1724243949445,1155,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002225593002611091,,bible.com,01294
878,01295,amh,ን,104803.0,,24.282044337814003,1116,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0627350251351937,,bible.com,01295
879,01296,amh,ኖ,3364.0,,40.951151325045096,1225,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002013688773744946,,bible.com,01296
880,01297,amh,ኗ,1.0,,41.8660919898028,1138,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,01297
881,01298,amh,ኘ,562.0,,36.0256108037832,1098,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0003364129283129191,,bible.com,01298
882,01299,amh,ኙ,353.0,,42.1504072177499,1189,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00021130562934957374,,bible.com,01299
883,0129A,amh,ኚ,40.0,,44.529531672554995,1227,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,2.3943980662841217e-05,,bible.com,0129A
884,0129B,amh,ኛ,4421.0,,43.9335025605764,1273,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0026464084627605255,,bible.com,0129B
885,0129C,amh,ኜ,88.0,,50.5678263532214,1368,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.267675745825068e-05,,bible.com,0129C
886,0129D,amh,ኝ,4140.0,,35.0623221976931,1237,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002478201998604066,,bible.com,0129D
887,0129E,amh,ኞ,1148.0,,60.58603773041579,1499,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0006871922450235429,,bible.com,0129E
888,0129F,amh,ኟ,1.0,,58.0045371948265,1403,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,0129F
889,012A0,amh,አ,59888.0,,31.153594768256198,1106,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.03584892784840587,,bible.com,012A0
890,012A1,amh,ኡ,43.0,,36.9828357690148,1192,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,2.573977921255431e-05,,bible.com,012A1
891,012A2,amh,ኢ,3400.0,,38.3979986697066,1247,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0020352383563415036,,bible.com,012A2
892,012A3,amh,ኣ,232.0,,27.082051389179803,1117,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00013887508784447906,,bible.com,012A3
893,012A4,amh,ኤ,5236.0,,44.639167654119504,1352,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0031342670687659153,,bible.com,012A4
894,012A5,amh,እ,54549.0,,30.5168993975864,1144,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.032653005029433135,,bible.com,012A5
895,012A6,amh,ኦ,663.0,,27.239355522652,1057,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00039687147948659315,,bible.com,012A6
896,012A8,amh,ከ,24892.0,,40.893437347618104,1044,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.014900339166486089,,bible.com,012A8
897,012A9,amh,ኩ,1210.0,,48.799987848543395,1191,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007243054150509468,,bible.com,012A9
898,012AA,amh,ኪ,1243.0,,48.7764720073836,1168,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007440591990977908,,bible.com,012AA
899,012AB,amh,ካ,5516.0,,34.2586665978,1050,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.003301874933405804,,bible.com,012AB
900,012AC,amh,ኬ,515.0,,54.271626354679,1295,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0003082787510340807,,bible.com,012AC
901,012AD,amh,ክ,8501.0,,43.246347494332504,1159,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00508869449037033,,bible.com,012AD
902,012AE,amh,ኮ,966.0,,34.632330860486306,1065,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005782471330076154,,bible.com,012AE
903,012B0,amh,ኰ,255.0,,61.9415935752993,1310,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00015264287672561277,,bible.com,012B0
904,012B2,amh,ኲ,1.0,,53.1572735108939,1230,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,012B2
905,012B3,amh,ኳ,804.0,,42.816586566530106,1168,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0004812740113231085,,bible.com,012B3
906,012B5,amh,ኵ,742.0,,53.486512538853795,1211,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00044416084129570457,,bible.com,012B5
907,012B8,amh,ኸ,757.0,,56.16487404856179,1284,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00045313983404427004,,bible.com,012B8
908,012B9,amh,ኹ,117.0,,61.7280619508113,1372,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.003614343881056e-05,,bible.com,012B9
909,012BA,amh,ኺ,10.0,,64.03792720140079,1388,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710304e-06,,bible.com,012BA
910,012BB,amh,ኻ,86.0,,49.213529317785905,1205,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.147955842510862e-05,,bible.com,012BB
911,012BC,amh,ኼ,1.0,,69.49147463614891,1482,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,012BC
912,012BD,amh,ኽ,97.0,,58.44729246055039,1459,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.806415310738995e-05,,bible.com,012BD
913,012BE,amh,ኾ,13.0,,51.2874102251943,1264,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.781793715423395e-06,,bible.com,012BE
914,012C8,amh,ወ,22433.0,,65.7974490742518,1306,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.013428382955237926,,bible.com,012C8
915,012C9,amh,ዉ,134.0,,74.5957624010347,1409,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,8.021233522051808e-05,,bible.com,012C9
916,012CA,amh,ዊ,2975.0,,61.146405417398206,1403,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0017808335617988155,,bible.com,012CA
917,012CB,amh,ዋ,7970.0,,53.492378380299904,1288,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.004770838147071113,,bible.com,012CB
918,012CC,amh,ዌ,168.0,,65.5813065676969,1489,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00010056471878393311,,bible.com,012CC
919,012CD,amh,ው,47169.0,,72.88176869862541,1397,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.028235340597138933,,bible.com,012CD
920,012CE,amh,ዎ,4030.0,,53.1920550010536,1298,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0024123560517812525,,bible.com,012CE
921,012D0,amh,ዐ,238.0,,45.5897902293021,1124,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00014246668494390525,,bible.com,012D0
922,012D1,amh,ዑ,124.0,,51.3673209953872,1209,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.422634005480778e-05,,bible.com,012D1
923,012D2,amh,ዒ,65.0,,47.7802539754849,1309,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.8908968577116976e-05,,bible.com,012D2
924,012D3,amh,ዓ,4811.0,,39.0041610813795,1209,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0028798622742232274,,bible.com,012D3
925,012D4,amh,ዔ,418.0,,52.621605378915206,1397,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002502145979266907,,bible.com,012D4
926,012D5,amh,ዕ,3144.0,,43.3342515407834,1195,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0018819968800993195,,bible.com,012D5
927,012D6,amh,ዖ,748.0,,34.4852409042455,1231,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00044775243839513074,,bible.com,012D6
928,012D8,amh,ዘ,10238.0,,41.1081095550042,828,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.006128461850654209,,bible.com,012D8
929,012D9,amh,ዙ,2187.0,,49.9033441962934,930,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0013091371427408436,,bible.com,012D9
930,012DA,amh,ዚ,14090.0,,48.9568625772751,954,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.008434267188485818,,bible.com,012DA
931,012DB,amh,ዛ,4303.0,,36.3349096988017,827,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002575773719805144,,bible.com,012DB
932,012DC,amh,ዜ,3293.0,,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019711882080684032,,bible.com,012DC
933,012DD,amh,ዝ,5118.0,,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0030636323258105337,,bible.com,012DD
934,012DE,amh,ዞ,556.0,,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0003328213312134929,,bible.com,012DE
935,012E0,amh,ዠ,54.0,,50.39802572151521,1142,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.232437389483564e-05,,bible.com,012E0
936,012E1,amh,ዡ,21.0,,56.9694421115676,1189,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.2570589847991639e-05,,bible.com,012E1
937,012E2,amh,ዢ,45.0,,58.09252660138579,1255,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,2.693697824569637e-05,,bible.com,012E2
938,012E3,amh,ዣ,111.0,,45.6380520700469,1144,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,6.644454633938438e-05,,bible.com,012E3
939,012E4,amh,ዤ,24.0,,63.7074782268133,1348,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.436638839770473e-05,,bible.com,012E4
940,012E5,amh,ዥ,99.0,,59.14972245702371,1306,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.926135214053201e-05,,bible.com,012E5
941,012E6,amh,ዦ,27.0,,45.6380520700469,1142,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.616218694741782e-05,,bible.com,012E6
942,012E8,amh,የ,35557.0,,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.02128440301071613,,bible.com,012E8
943,012E9,amh,ዩ,1338.0,,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008009261531720387,,bible.com,012E9
944,012EA,amh,ዪ,67.0,,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,4.010616761025904e-05,,bible.com,012EA
945,012EB,amh,ያ,25455.0,,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.01523735069431558,,bible.com,012EB
946,012EC,amh,ዬ,1135.0,,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0006794104513081195,,bible.com,012EC
947,012ED,amh,ይ,34564.0,,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.020689993690761094,,bible.com,012ED
948,012EE,amh,ዮ,2715.0,,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0016251976874903475,,bible.com,012EE
949,012F0,amh,ደ,28807.0,,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.017243856273861675,,bible.com,012F0
950,012F1,amh,ዱ,3491.0,,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002089710912349467,,bible.com,012F1
951,012F2,amh,ዲ,5285.0,,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0031635984450778957,,bible.com,012F2
952,012F3,amh,ዳ,10218.0,,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.006116489860322789,,bible.com,012F3
953,012F4,amh,ዴ,1066.0,,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0006381070846647184,,bible.com,012F4
954,012F5,amh,ድ,26209.0,,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.015688694729810135,,bible.com,012F5
955,012F6,amh,ዶ,1963.0,,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011750508510289326,,bible.com,012F6
956,012F7,amh,ዷ,2.0,,56.2424439090411,1467,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.197199033142061e-06,,bible.com,012F7
957,01300,amh,ጀ,1722.0,,61.6365859563165,1487,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0010307883675353144,,bible.com,01300
958,01301,amh,ጁ,882.0,,70.896923523395,1642,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005279647736156489,,bible.com,01301
959,01302,amh,ጂ,664.0,,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0003974700790031642,,bible.com,01302
960,01303,amh,ጃ,935.0,,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005596905479939134,,bible.com,01303
961,01304,amh,ጄ,430.0,,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002573977921255431,,bible.com,01304
962,01305,amh,ጅ,4668.0,,67.0590178137646,1607,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.00279426254335357,,bible.com,01305
963,01306,amh,ጆ,3708.0,,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.002219607007445381,,bible.com,01306
