,index,ISO_language,textfile,Frequency,file,Perimetric_complexity,ISO_script,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Relative_frequency,Sum_prob,Source,Unicode,PCComplexity,Compression
691,00EAA,lao,ສ,41008.0,,84.9113266823612,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0258076371927523,,bible.com,00EAA,,1666
692,00EAB,lao,ຫ,34770.0,,86.2260601497754,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0218818656162699,,bible.com,00EAB,,1548
693,00EAD,lao,ອ,103683.0,,72.9053694752082,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0652510058295001,,bible.com,00EAD,,1533
694,00EAE,lao,ຮ,23695.0,,65.2360586936928,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0149120162720022,,bible.com,00EAE,,1503
695,00EB0,lao,ະ,72345.0,,49.1718067648166,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0455290068452416,,bible.com,00EB0,,1465
696,00EC0,lao,ເ,120163.0,,28.619587378587603,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0756223933864783,,bible.com,00EC0,,998
697,00EC1,lao,ແ,40225.0,,58.086551955027,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.025314870417442,,bible.com,00EC1,,1274
698,00EC2,lao,ໂ,16518.0,,53.19111988231971,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.010395302164209,,bible.com,00EC2,,1347
699,00EC3,lao,ໃ,27820.0,,54.9469199062978,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0175080098200929,,bible.com,00EC3,,1297
700,00EC4,lao,ໄ,31444.0,,46.3527837651192,Laoo,33,0,abugida,Mainland SE Asia,Khmr,1588987.0,0.0197887081517973,,bible.com,00EC4,,1289
701,00F40,bod,ཀ,23287.0,,52.6900504588227,Tibt,43,0,abugida,India,Deva,1082272.0,0.0215167721238283,,bible.com,00F40,,1027
702,00F41,bod,ཁ,29090.0,,54.00963458513429,Tibt,43,0,abugida,India,Deva,1082272.0,0.0268786404896366,,bible.com,00F41,,1142
703,00F42,bod,ག,101044.0,,58.7970418496531,Tibt,43,0,abugida,India,Deva,1082272.0,0.0933628514828065,,bible.com,00F42,,1151
704,00F44,bod,ང,80902.0,,29.6951856916998,Tibt,43,0,abugida,India,Deva,1082272.0,0.0747520031932822,,bible.com,00F44,,959
705,00F45,bod,ཅ,8749.0,,43.4849855057001,Tibt,43,0,abugida,India,Deva,1082272.0,0.0080839197539989,,bible.com,00F45,,1268
706,00F46,bod,ཆ,14852.0,,55.529226470163294,Tibt,43,0,abugida,India,Deva,1082272.0,0.0137229827621891,,bible.com,00F46,,1359
707,00F47,bod,ཇ,2292.0,,39.94643152325129,Tibt,43,0,abugida,India,Deva,1082272.0,0.0021177670677981,,bible.com,00F47,,1052
708,00F49,bod,ཉ,6480.0,,48.445263746884606,Tibt,43,0,abugida,India,Deva,1082272.0,0.0059874042754501,,bible.com,00F49,,1250
709,00F4A,bod,ཊ,241.0,,45.7493059036146,Tibt,43,0,abugida,India,Deva,1082272.0,0.0002226796960468,,bible.com,00F4A,,1126
710,00F4C,bod,ཌ,133.0,,41.1025917172613,Tibt,43,0,abugida,India,Deva,1082272.0,0.0001228896247893,,bible.com,00F4C,,1010
711,00F4E,bod,ཎ,3.0,,58.19660256669791,Tibt,43,0,abugida,India,Deva,1082272.0,2.7719464238195205e-06,,bible.com,00F4E,,1338
712,00F4F,bod,ཏ,6992.0,,46.5032540202645,Tibt,43,0,abugida,India,Deva,1082272.0,0.006460483131782,,bible.com,00F4F,,1115
713,00F50,bod,ཐ,8836.0,,52.27251820147801,Tibt,43,0,abugida,India,Deva,1082272.0,0.0081643062002897,,bible.com,00F50,,1267
714,00F51,bod,ད,115804.0,,41.2973030538219,Tibt,43,0,abugida,India,Deva,1082272.0,0.1070008278879985,,bible.com,00F51,,1012
715,00F53,bod,ན,74275.0,,58.2011020037776,Tibt,43,0,abugida,India,Deva,1082272.0,0.0686287735430649,,bible.com,00F53,,1324
716,00F54,bod,པ,35845.0,,33.300203507978,Tibt,43,0,abugida,India,Deva,1082272.0,0.0331201398539369,,bible.com,00F54,,1090
717,00F55,bod,ཕ,10357.0,,40.5377163848377,Tibt,43,0,abugida,India,Deva,1082272.0,0.0095696830371662,,bible.com,00F55,,1200
718,00F56,bod,བ,78397.0,,39.763738264162605,Tibt,43,0,abugida,India,Deva,1082272.0,0.0724374279293929,,bible.com,00F56,,1102
719,00F58,bod,མ,66286.0,,48.7400093542808,Tibt,43,0,abugida,India,Deva,1082272.0,0.0612470802164335,,bible.com,00F58,,1325
720,00F59,bod,ཙ,5703.0,,49.6704870233056,Tibt,43,0,abugida,India,Deva,1082272.0,0.0052694701516809,,bible.com,00F59,,1365
721,00F5A,bod,ཚ,19358.0,,61.3869324378063,Tibt,43,0,abugida,India,Deva,1082272.0,0.017886446290766,,bible.com,00F5A,,1445
722,00F5B,bod,ཛ,4417.0,,45.8938458646258,Tibt,43,0,abugida,India,Deva,1082272.0,0.0040812291180036,,bible.com,00F5B,,1143
723,00F5D,bod,ཝ,572.0,,59.0879822978088,Tibt,43,0,abugida,India,Deva,1082272.0,0.0005285177848082,,bible.com,00F5D,,1410
724,00F5E,bod,ཞ,15036.0,,65.7146732731263,Tibt,43,0,abugida,India,Deva,1082272.0,0.0138929954761834,,bible.com,00F5E,,1315
725,00F5F,bod,ཟ,5292.0,,41.8980386321192,Tibt,43,0,abugida,India,Deva,1082272.0,0.0048897134916176,,bible.com,00F5F,,1048
726,00F60,bod,འ,49319.0,,34.8336458127128,Tibt,43,0,abugida,India,Deva,1082272.0,0.0455698752254516,,bible.com,00F60,,1124
727,00F61,bod,ཡ,27468.0,,39.5081352240796,Tibt,43,0,abugida,India,Deva,1082272.0,0.0253799414564915,,bible.com,00F61,,1181
728,00F62,bod,ར,74267.0,,29.7764326800317,Tibt,43,0,abugida,India,Deva,1082272.0,0.0686213816859347,,bible.com,00F62,,1055
729,00F63,bod,ལ,49377.0,,40.8871150670757,Tibt,43,0,abugida,India,Deva,1082272.0,0.0456234661896454,,bible.com,00F63,,1201
730,00F64,bod,ཤ,10708.0,,58.2379244019909,Tibt,43,0,abugida,India,Deva,1082272.0,0.0098940007687531,,bible.com,00F64,,1242
731,00F66,bod,ས,140521.0,,42.6446991804774,Tibt,43,0,abugida,India,Deva,1082272.0,0.1298388944738476,,bible.com,00F66,,1204
732,00F67,bod,ཧ,4022.0,,47.5714386094934,Tibt,43,0,abugida,India,Deva,1082272.0,0.0037162561722007,,bible.com,00F67,,1135
733,00F68,bod,ཨ,12347.0,,57.1224295945722,Tibt,43,0,abugida,India,Deva,1082272.0,0.0114084074982998,,bible.com,00F68,,1438
734,01000,mya,က,171891.0,,32.218967037723395,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.1068712019567344,,bible.com,01000,,1096
735,01001,mya,ခ,49163.0,,22.0678143237039,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0305665154184857,,bible.com,01001,,1030
736,01002,mya,ဂ,3901.0,,16.704159721442302,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0024254007413606,,bible.com,01002,,937
737,01003,mya,ဃ,805.0,,34.1339981313937,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0005004992557793,,bible.com,01003,,1206
738,01004,mya,င,151553.0,,16.7132379013041,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0942262903243856,,bible.com,01004,,927
739,01005,mya,စ,58629.0,,24.4420040145847,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0364518892758863,,bible.com,01005,,1088
740,01006,mya,ဆ,19184.0,,38.9537991033079,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0119274257426973,,bible.com,01006,,1215
741,01007,mya,ဇ,7485.0,,22.995079336851,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0046537104714392,,bible.com,01007,,1097
742,01008,mya,ဈ,26.0,,46.4548073044086,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,1.6165193354364663e-05,,bible.com,01008,,1194
743,01009,mya,ဉ,3932.0,,34.251782105387804,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0024446746257446,,bible.com,01009,,1043
744,0100A,mya,ည,81895.0,,48.5124466051104,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.050917250375219,,bible.com,0100A,,1232
745,0100B,mya,ဋ,481.0,,34.705354535293495,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0002990560770557,,bible.com,0100B,,1183
746,0100C,mya,ဌ,710.0,,30.2805216731859,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0004414341262153,,bible.com,0100C,,1069
747,0100D,mya,ဍ,223.0,,28.1953894804403,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0001386476199239,,bible.com,0100D,,1056
748,0100F,mya,ဏ,1956.0,,37.7655975298097,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0012161199308129,,bible.com,0100F,,1262
749,01010,mya,တ,133033.0,,34.033668840397894,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0827116987504305,,bible.com,01010,,1084
750,01011,mya,ထ,33931.0,,36.4283328625938,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0210961990656518,,bible.com,01011,,1127
751,01012,mya,ဒ,8722.0,,16.694135243849498,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0054228006321834,,bible.com,01012,,1028
752,01013,mya,ဓ,567.0,,24.1385079090988,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0003525255627663,,bible.com,01013,,1063
753,01014,mya,န,80501.0,,27.901782465166303,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0500505473161426,,bible.com,01014,,1116
754,01015,mya,ပ,78028.0,,17.735683594902,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0485129887328602,,bible.com,01015,,953
755,01016,mya,ဖ,20680.0,,22.0410874806511,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0128575460987792,,bible.com,01016,,1011
756,01017,mya,ဗ,6151.0,,20.975449984778898,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0038243117047191,,bible.com,01017,,1004
757,01018,mya,ဘ,29688.0,,30.5268212094956,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0184581638578607,,bible.com,01018,,1102
758,01019,mya,မ,140702.0,,22.379605224015,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0874798090517622,,bible.com,01019,,1060
759,0101A,mya,ယ,33684.0,,32.134869705616495,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0209426297287853,,bible.com,0101A,,1120
760,0101B,mya,ရ,105948.0,,30.6903452101397,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0658719194426241,,bible.com,0101B,,1039
761,0101C,mya,လ,78440.0,,30.860135885294294,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0487691448737063,,bible.com,0101C,,1104
762,0101D,mya,ဝ,16895.0,,19.6212158644293,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0105042669893073,,bible.com,0101D,,947
763,0101E,mya,သ,177156.0,,30.7047140718682,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.1101446536109933,,bible.com,0101E,,1084
764,0101F,mya,ဟ,16180.0,,29.622011296670003,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0100597241720623,,bible.com,0101F,,1066
765,01020,mya,ဠ,9.0,,35.17126115150511,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,5.595643853433922e-06,,bible.com,01020,,1176
766,01021,mya,အ,85466.0,,34.9202594060957,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0531374775086204,,bible.com,01021,,1219
767,01023,mya,ဣ,3123.0,,49.7852871366718,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0019416884171415,,bible.com,01023,,1333
768,01024,mya,ဤ,2191.0,,82.9480551278159,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0013622284092081,,bible.com,01024,,1416
769,01025,mya,ဥ,1767.0,,28.1915082035332,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0010986114098908,,bible.com,01025,,1062
770,01026,mya,ဦ,1199.0,,47.63259956861429,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0007454641089185,,bible.com,01026,,1352
771,01027,mya,ဧ,1891.0,,26.545122837866,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.001175706947427,,bible.com,01027,,1120
772,01029,mya,ဩ,606.0,,84.30468039433521,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,0.0003767733527978,,bible.com,01029,,1387
773,0102A,mya,ဪ,2.0,,129.836964957502,Mymr,43,0,abugida,Mainland SE Asia,Brah,1608394.0,1.243476411874205e-06,,bible.com,0102A,,1914
774,01200,amh,ሀ,591.0,,40.1995128046065,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0003537723142934,,bible.com,01200,,921
775,01201,amh,ሁ,24577.0,,45.9454207705387,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0147117803187662,,bible.com,01201,,1064
776,01202,amh,ሂ,383.0,,38.388687101083896,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002292636148467,,bible.com,01202,,1160
777,01203,amh,ሃ,2129.0,,28.954634742651,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0012744183707797,,bible.com,01203,,1052
778,01204,amh,ሄ,1829.0,,43.22015320372309,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0010948385158084,,bible.com,01204,,1247
779,01205,amh,ህ,19876.0,,41.99876760822261,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0118977639913658,,bible.com,01205,,1057
780,01206,amh,ሆ,9547.0,,53.0566110959779,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0057148295847036,,bible.com,01206,,1216
781,01208,amh,ለ,42296.0,,33.5866780977024,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0253183651528883,,bible.com,01208,,1151
782,01209,amh,ሉ,13564.0,,38.8970387025736,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0081194038427694,,bible.com,01209,,1223
783,0120A,amh,ሊ,2037.0,,41.322328381008894,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0012193472152551,,bible.com,0120A,,1217
784,0120B,amh,ላ,23068.0,,28.8257079726298,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0138084936482605,,bible.com,0120B,,1107
785,0120C,amh,ሌ,3877.0,,47.2405159774286,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0023207703257458,,bible.com,0120C,,1341
786,0120D,amh,ል,46167.0,,46.970485098647,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0276355438815347,,bible.com,0120D,,1405
787,0120E,amh,ሎ,3838.0,,54.91090799565289,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0022974249445996,,bible.com,0120E,,1403
788,0120F,amh,ሏ,1.0,,42.9153093725839,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,0120F,,1239
789,01210,amh,ሐ,1933.0,,45.120400037672205,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011570928655318,,bible.com,01210,,995
790,01211,amh,ሑ,74.0,,50.2952599931884,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,4.429636422625625e-05,,bible.com,01211,,1076
791,01212,amh,ሒ,60.0,,52.5791373224316,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.5915970994261826e-05,,bible.com,01212,,1102
792,01213,amh,ሓ,21.0,,37.0854647183378,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.257058984799164e-05,,bible.com,01213,,978
793,01214,amh,ሔ,8976.0,,58.456319010558005,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0053730292607415,,bible.com,01214,,1190
794,01215,amh,ሕ,5743.0,,52.851594495060304,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0034377570236674,,bible.com,01215,,1118
795,01216,amh,ሖ,110.0,,37.1118436072116,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,6.584594682281334e-05,,bible.com,01216,,983
796,01218,amh,መ,29349.0,,85.3945131425593,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0175682972118431,,bible.com,01218,,1342
797,01219,amh,ሙ,3691.0,,93.1993318053838,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0022094308156636,,bible.com,01219,,1518
798,0121A,amh,ሚ,8048.0,,77.008355494509,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0048175289093636,,bible.com,0121A,,1466
799,0121B,amh,ማ,12774.0,,67.1178710959451,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0076465102246783,,bible.com,0121B,,1422
800,0121C,amh,ሜ,1459.0,,80.733632929768,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008733566946771,,bible.com,0121C,,1633
801,0121D,amh,ም,79403.0,,65.1207432910105,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0475305974142895,,bible.com,0121D,,1367
802,0121E,amh,ሞ,6075.0,,65.327684829959,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.003636492063169,,bible.com,0121E,,1305
803,01220,amh,ሠ,3332.0,,59.2899122192049,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019945335892146,,bible.com,01220,,1137
804,01221,amh,ሡ,1448.0,,67.2141229216846,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008667720999948,,bible.com,01221,,1247
805,01222,amh,ሢ,23.0,,56.83990233373071,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.37677888811337e-05,,bible.com,01222,,1354
806,01223,amh,ሣ,1692.0,,46.9530044379838,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0010128303820381,,bible.com,01223,,1253
807,01224,amh,ሤ,117.0,,61.1151534093573,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.003614343881056e-05,,bible.com,01224,,1470
808,01225,amh,ሥ,6380.0,,45.7664121666641,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0038190649157231,,bible.com,01225,,1216
809,01226,amh,ሦ,901.0,,44.0358085864255,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005393381644304,,bible.com,01226,,1255
810,01228,amh,ረ,15697.0,,32.3611126837865,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0093962166116154,,bible.com,01228,,1088
811,01229,amh,ሩ,7329.0,,31.8379583244778,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.004387135856949,,bible.com,01229,,1115
812,0122A,amh,ሪ,3315.0,,31.9268450738832,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019843573974329,,bible.com,0122A,,1047
813,0122B,amh,ራ,17998.0,,36.6131203428326,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0107735940992454,,bible.com,0122B,,1141
814,0122C,amh,ሬ,2365.0,,42.2701954268449,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0014156878566904,,bible.com,0122C,,1234
815,0122D,amh,ር,51183.0,,34.2745225436196,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.030638119056655,,bible.com,0122D,,1149
816,0122E,amh,ሮ,3669.0,,46.70179214254029,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0021962616262991,,bible.com,0122E,,1301
817,01230,amh,ሰ,19806.0,,37.4817246578581,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0118558620252058,,bible.com,01230,,1038
818,01231,amh,ሱ,9243.0,,44.2799606766946,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.005532855331666,,bible.com,01231,,1146
819,01232,amh,ሲ,1484.0,,45.4724437819372,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008883216825914,,bible.com,01232,,1166
820,01233,amh,ሳ,8920.0,,31.061811890230302,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0053395076878135,,bible.com,01233,,1065
821,01234,amh,ሴ,3416.0,,50.668524711065,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0020448159486066,,bible.com,01234,,1235
822,01235,amh,ስ,37429.0,,37.4038529619327,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.022404981305737,,bible.com,01235,,1053
823,01236,amh,ሶ,1515.0,,30.9282516144572,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0009068782676051,,bible.com,01236,,1005
824,01237,amh,ሷ,6.0,,47.6567495414393,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.5915970994261823e-06,,bible.com,01237,,1153
825,01238,amh,ሸ,1886.0,,55.0745950183689,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011289586882529,,bible.com,01238,,1262
826,01239,amh,ሹ,410.0,,62.98477686112061,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002454258017941,,bible.com,01239,,1344
827,0123A,amh,ሺ,678.0,,63.0286139196411,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0004058504722351,,bible.com,0123A,,1385
828,0123B,amh,ሻ,1440.0,,48.631571552929294,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0008619833038622,,bible.com,0123B,,1236
829,0123C,amh,ሼ,55.0,,68.2773868500208,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,3.292297341140667e-05,,bible.com,0123C,,1440
830,0123D,amh,ሽ,2799.0,,55.00217771187079,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0016754800468823,,bible.com,0123D,,1241
831,0123E,amh,ሾ,409.0,,48.57340688486279,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002448272022775,,bible.com,0123E,,1238
832,01240,amh,ቀ,11268.0,,48.40010340107921,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0067450193527223,,bible.com,01240,,1151
833,01241,amh,ቁ,2136.0,,56.0725588464107,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0012786085673957,,bible.com,01241,,1341
834,01242,amh,ቂ,836.0,,56.6292349930295,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005004291958533,,bible.com,01242,,1324
835,01243,amh,ቃ,5813.0,,54.100786918504895,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0034796589898274,,bible.com,01243,,1316
836,01244,amh,ቄ,404.0,,59.27322193473229,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002418342046946,,bible.com,01244,,1381
837,01245,amh,ቅ,8756.0,,55.9721346148579,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0052413373670959,,bible.com,01245,,1279
838,01246,amh,ቆ,2855.0,,59.8896434419831,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0017090016198102,,bible.com,01246,,1435
839,01248,amh,ቈ,923.0,,67.9771922793837,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.000552507353795,,bible.com,01248,,1478
840,0124A,amh,ቊ,2.0,,60.7845989105152,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,1.197199033142061e-06,,bible.com,0124A,,1346
841,0124B,amh,ቋ,342.0,,59.83496561591871,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002047210346672,,bible.com,0124B,,1315
842,0124D,amh,ቍ,1239.0,,60.89511732985479,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007416648010315,,bible.com,0124D,,1307
843,01260,amh,በ,55243.0,,40.223339271969294,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0330684330939334,,bible.com,01260,,984
844,01261,amh,ቡ,3212.0,,48.0370830010958,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0019227016472261,,bible.com,01261,,1102
845,01262,amh,ቢ,3428.0,,47.9868099824483,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0020519991428054,,bible.com,01262,,1065
846,01263,amh,ባ,14848.0,,33.74078917312411,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0088880056220466,,bible.com,01263,,984
847,01264,amh,ቤ,4706.0,,53.4632007743009,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0028170093249832,,bible.com,01264,,1148
848,01265,amh,ብ,28107.0,,45.8299451802436,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0168248366122619,,bible.com,01265,,1090
849,01266,amh,ቦ,1193.0,,33.74078917312411,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0007141292232692,,bible.com,01266,,997
850,01267,amh,ቧ,12.0,,50.4579467387621,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,7.183194198852365e-06,,bible.com,01267,,1134
851,01270,amh,ተ,25510.0,,32.0052390251114,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0152702736677269,,bible.com,01270,,910
852,01271,amh,ቱ,7383.0,,39.7331302802015,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0044194602308439,,bible.com,01271,,1024
853,01272,amh,ቲ,393.0,,39.94521649142301,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002352496100124,,bible.com,01272,,1044
854,01273,amh,ታ,14633.0,,37.8521884322981,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0087593067259838,,bible.com,01273,,1094
855,01274,amh,ቴ,1847.0,,45.284009184502494,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0011056133071066,,bible.com,01274,,1129
856,01275,amh,ት,45999.0,,36.5801182481789,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0275349791627508,,bible.com,01275,,1037
857,01276,amh,ቶ,6175.0,,43.453121094542,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0036963520148261,,bible.com,01276,,1200
858,01277,amh,ቷ,1.0,,45.8935317691271,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,5.985995165710305e-07,,bible.com,01277,,1048
859,01278,amh,ቸ,12252.0,,50.7816507053392,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0073340412770282,,bible.com,01278,,1165
860,01279,amh,ቹ,2565.0,,58.909660109278704,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0015354077600046,,bible.com,01279,,1237
861,0127A,amh,ቺ,367.0,,58.590229815924,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0002196860225815,,bible.com,0127A,,1281
862,0127B,amh,ቻ,2980.0,,56.753728540487096,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0017838265593816,,bible.com,0127B,,1281
863,0127C,amh,ቼ,864.0,,63.9578517452495,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0005171899823173,,bible.com,0127C,,1344
864,0127D,amh,ች,26870.0,,50.0677337611191,Ethi,326,0,syllabary,Middle East,Sarb,1670566.0,0.0160843690102635,,bible.com,0127D,,1211
